Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed ,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N
star,super,1,1,0,stAr,4,A,1,4,7.53,su.p@`,4,u.,2,5,2.3
herb,superb,1,0,1,3`b,2,3`,1,4,8.1,su.p3`b,5,3`,2,6,5.4
cup,supper,1,0,0,kVp,3,?,1,3,7.79,sV.p@`,4,?,2,6,2.8
court,support,1,0,1,kOrt,4,O,1,5,10.45,s@.pOrt,6,O,2,7,?
doze,suppose,1,0,1,doz,3,o,1,4,7.46,s@.poz,5,o,2,7,?
blur,sure,1,0,1,bl3`,3,?,1,4,8.34,SUr,3,U,1,4,7.1
cure,sure,5,0,1,kjUr,4,U,1,4,7.98,SUr,3,U,1,4,7.1
curve,sure,1,0,0,k3`v,3,3`,1,5,7.13,SUr,3,U,1,4,7.1
fur,sure,1,0,1,f3`,2,3`,1,3,9.36,SUr,3,U,1,4,7.1
her,sure,3,0,1,h3`,2,3`,1,3,7.33,SUr,3,U,1,4,7.1
lord,sure,1,0,0,lOrd,4,O,1,4,7.66,SUr,3,U,1,4,7.1
pour,sure,1,0,0,pOr,3,O,1,4,7.86,SUr,3,U,1,4,7.1
pure,sure,11,0,1,pjUr,4,U,1,4,6.45,SUr,3,U,1,4,7.1
shark,sure,1,0,0,SArk,4,A,1,5,7.56,SUr,3,U,1,4,7.1
shirt,sure,1,0,0,S3`t,3,3`,1,5,6.51,SUr,3,U,1,4,7.1
shore,sure,2,0,1,SOr,3,O,1,5,7.9,SUr,3,U,1,4,7.1
sour,sure,1,0,0,saUr,3,aU,1,4,8.34,SUr,3,U,1,4,7.1
surf,sure,1,0,0,s3`f,3,3`,1,4,7.2,SUr,3,U,1,4,7.1
tour,sure,1,0,1,tUr,3,U,1,4,8.3,SUr,3,U,1,4,7.1
war,sure,1,0,0,wOr,3,O,1,3,9.39,SUr,3,U,1,4,7.1
birth,surf,1,0,0,b3`T,3,3`,1,5,6.18,s3`f,3,3`,1,4,7.2
dwarf,surf,1,0,0,dwOrf,5,O,1,5,0,s3`f,3,3`,1,4,7.2
worth,surf,1,0,0,w3`T,3,3`,1,5,10.64,s3`f,3,3`,1,4,7.2
merge,surge,7,0,1,m3`dZ,3,3`,1,5,6.55,s3`dZ,3,3`,1,5,6.7
urge,surge,8,0,1,3`dZ,2,3`,1,4,?,s3`dZ,3,3`,1,5,6.7
rise,surmise,1,0,1,raIz,3,aI,1,4,7.4,s@`.maIz,5,aI,2,7,?
rise,surprise,2,0,1,raIz,3,aI,1,4,7.4,s@`.praIz,6,aI,2,8,?
size,surprise,1,0,1,saIz,3,aI,1,4,9.36,s@`.praIz,6,aI,2,8,?
dense,suspense,3,0,1,dEns,4,E,1,5,7.13,s@.spEns,7,E,2,8,?
sense,suspense,1,0,1,sEns,4,E,1,5,6.05,s@.spEns,7,E,2,8,?
tense,suspense,1,0,1,tEns,4,E,1,5,7.03,s@.spEns,7,E,2,8,?
such,suture,1,0,0,sVtS,3,?,1,4,10.13,su.tS@`,4,u.,2,6,11.4
felt,svelte,1,0,1,fElt,4,E,1,4,7.8,svElt,5,E,1,6,?
age,swag,1,0,0,edZ,2,e,1,3,8.68,swag,4,a,1,4,6.7
drag,swag,1,0,1,drag,4,a,1,4,7.03,swag,4,a,1,4,6.7
nag,swag,2,0,1,nag,3,a,1,3,7.56,swag,4,a,1,4,6.7
sway,swag,1,0,0,swe,3,?,1,4,7.46,swag,4,a,1,4,6.7
wag,swag,4,0,1,wag,3,a,1,3,8.57,swag,4,a,1,4,6.7
ban,swam,1,0,0,ban,3,a,1,3,9.42,swam,4,a,1,4,7.3
lamb,swam,1,0,1,lam,3,a,1,4,6.27,swam,4,a,1,4,7.3
swab,swam,2,0,0,swAb,4,A,1,4,7.09,swam,4,a,1,4,7.3
swamp,swam,4,0,0,swAmp,5,A,1,5,6.87,swam,4,a,1,4,7.3
swan,swam,3,1,0,swAn,4,A,1,4,7.62,swam,4,a,1,4,7.3
swank,swam,1,0,0,swaNk,5,a,1,5,6.13,swam,4,a,1,4,7.3
swim,swam,3,1,0,swIm,4,I,1,4,5.58,swam,4,a,1,4,7.3
van,swam,2,0,0,van,3,a,1,3,9.66,swam,4,a,1,4,7.3
swap,swamp,3,0,0,swAp,4,A,1,4,7.26,swAmp,5,A,1,5,6.9
swath,swamp,1,0,0,swAT,4,A,1,5,4.48,swAmp,5,A,1,5,6.9
swab,swan,1,0,0,swAb,4,A,1,4,7.09,swAn,4,A,1,4,7.6
swamp,swan,1,0,0,swAmp,5,A,1,5,6.87,swAn,4,A,1,4,7.6
swank,swan,5,0,0,swaNk,5,a,1,5,6.13,swAn,4,A,1,4,7.6
swap,swan,1,0,0,swAp,4,A,1,4,7.26,swAn,4,A,1,4,7.6
bank,swank,2,0,1,baNk,4,a,1,4,7.49,swaNk,5,a,1,5,6.1
plank,swank,2,0,1,plaNk,5,a,1,5,7.77,swaNk,5,a,1,5,6.1
prank,swank,1,0,1,praNk,5,a,1,5,6.53,swaNk,5,a,1,5,6.1
swan,swank,1,0,0,swAn,4,A,1,4,7.62,swaNk,5,a,1,5,6.1
tank,swank,1,0,1,taNk,4,a,1,4,7.65,swaNk,5,a,1,5,6.1
slap,swap,1,0,1,slap,4,a,1,4,7.18,swAp,4,A,1,4,7.3
swab,swap,2,0,0,swAb,4,A,1,4,7.09,swAp,4,A,1,4,7.3
swamp,swap,2,0,0,swAmp,5,A,1,5,6.87,swAp,4,A,1,4,7.3
swank,swap,1,0,0,swaNk,5,a,1,5,6.13,swAp,4,A,1,4,7.3
sweep,swap,1,0,0,swip,4,i,1,5,9.2,swAp,4,A,1,4,7.3
arm,swarm,3,0,0,Arm,3,A,1,3,9.11,swOrm,5,O,1,5,3.1
charm,swarm,2,0,1,tSArm,4,A,1,5,6.94,swOrm,5,O,1,5,3.1
dorm,swarm,4,0,0,dOrm,4,O,1,4,7.36,swOrm,5,O,1,5,3.1
farm,swarm,1,0,1,fArm,4,A,1,4,7.25,swOrm,5,O,1,5,3.1
norm,swarm,2,0,1,nOrm,4,O,1,4,6.95,swOrm,5,O,1,5,3.1
storm,swarm,2,0,1,stOrm,5,O,1,5,9.29,swOrm,5,O,1,5,3.1
warm,swarm,6,0,1,wOrm,4,O,1,4,8.05,swOrm,5,O,1,5,3.1
wash,swash,1,0,1,wAS,3,A,1,4,7.6,swAS,4,A,1,5,6.5
swath,swat,3,0,0,swAT,4,A,1,5,4.48,swAt,4,A,1,4,6.5
sway,swat,2,0,0,swe,3,e,1,4,7.46,swAt,4,A,1,4,6.5
swift,swat,1,0,0,swIft,5,I,1,5,9.65,swAt,4,A,1,4,6.5
swath,swatch,2,0,0,swAT,4,A,1,5,4.48,swAtS,4,A,1,6,8.6
watch,swatch,1,0,1,wAtS,3,A,1,5,7.81,swAtS,4,A,1,6,8.6
moth,swath,1,0,1,mOT,3,O,1,4,8.61,swAT,4,A,1,5,4.5
quay,sway,2,0,1,ki,2,i,1,4,6.53,swe,3,e,1,4,7.5
say,sway,1,0,1,se,2,e,1,3,9.4,swe,3,e,1,4,7.5
stay,sway,2,0,1,ste,3,?,1,4,7.38,swe,3,e,1,4,7.5
suede,sway,1,0,0,swed,4,e,1,5,5.81,swe,3,e,1,4,7.5
swap,sway,2,0,0,swAp,4,A,1,4,7.26,swe,3,e,1,4,7.5
tray,sway,2,0,1,tre,3,e,1,4,7.35,swe,3,e,1,4,7.5
way,sway,3,0,1,we,2,e,1,3,9.78,swe,3,e,1,4,7.5
suede,swayed,4,0,1,swed,4,e,1,5,5.81,swed,4,e,1,6,7.7
bear,swear,1,0,1,bEr,3,E,1,4,8.88,swEr,4,E,1,5,7.6
pair,swear,1,0,1,pEr,3,E,1,4,7.73,swEr,4,E,1,5,7.6
pear,swear,1,0,1,pEr,3,E,1,4,8.99,swEr,4,E,1,5,7.6
smear,swear,1,0,1,smIr,4,I,1,5,7.58,swEr,4,E,1,5,7.6
wear,swear,1,0,1,wEr,3,E,1,4,8.72,swEr,4,E,1,5,7.6
net,sweat,1,0,1,nEt,3,E,1,3,9.98,swEt,4,E,1,5,8.6
smash,sweat,1,0,0,smaS,4,a,1,5,6.18,swEt,4,E,1,5,8.6
squelch,sweat,1,0,0,skwEltS,6,E,1,7,?,swEt,4,E,1,5,8.6
sweet,sweat,5,0,0,swit,4,i,1,5,7.1,swEt,4,E,1,5,8.6
swim,sweat,2,0,0,swIm,4,I,1,4,5.58,swEt,4,E,1,5,8.6
threat,sweat,1,0,1,TrEt,4,E,1,6,9.97,swEt,4,E,1,5,8.6
blouse,sweater,1,0,0,blaUs,4,aU,1,6,?,swE4.@`,5,E,2,7,3.6
creep,sweep,2,0,1,krip,4,i,1,5,6.92,swip,4,i,1,5,9.2
keep,sweep,1,0,1,kip,3,i,1,4,7.44,swip,4,i,1,5,9.2
leap,sweep,1,0,1,lip,3,i,1,4,7.02,swip,4,i,1,5,9.2
reap,sweep,2,0,1,rip,3,i,1,4,8.42,swip,4,i,1,5,9.2
sleep,sweep,3,0,1,slip,4,i,1,5,6.86,swip,4,i,1,5,9.2
slide,sweep,1,0,0,slaId,4,aI,1,5,6.62,swip,4,i,1,5,9.2
speak,sweep,1,0,0,spik,4,i,1,5,7.2,swip,4,i,1,5,9.2
weep,sweep,7,0,1,wip,3,i,1,4,8.24,swip,4,i,1,5,9.2
feet,sweet,1,0,1,fit,3,i,1,4,8.66,swit,4,i,1,5,7.1
greet,sweet,1,0,1,grit,4,i,1,5,8.16,swit,4,i,1,5,7.1
meet,sweet,1,0,1,mit,3,i,1,4,7.01,swit,4,i,1,5,7.1
seat,sweet,1,0,1,sit,3,i,1,4,7.53,swit,4,i,1,5,7.1
suite,sweet,11,0,1,swit,4,i,1,5,8.68,swit,4,i,1,5,7.1
swath,sweet,1,0,0,swAT,4,A,1,5,4.48,swit,4,i,1,5,7.1
swear,sweet,1,0,0,swEr,4,E,1,5,7.56,swit,4,i,1,5,7.1
sweat,sweet,8,0,0,swEt,4,E,1,5,8.6,swit,4,i,1,5,7.1
treat,sweet,1,0,1,trit,4,i,1,5,10.3,swit,4,i,1,5,7.1
wheat,sweet,2,0,1,hwit,4,i,1,5,8.72,swit,4,i,1,5,7.1
hell,swell,1,0,1,hEl,3,E,1,4,9.85,swEl,4,E,1,5,8.5
smell,swell,1,0,1,smEl,4,E,1,5,9.06,swEl,4,E,1,5,8.5
tell,swell,1,0,1,tEl,3,E,1,4,9.38,swEl,4,E,1,5,8.5
well,swell,8,0,1,wEl,3,E,1,4,9.15,swEl,4,E,1,5,8.5
yell,swell,1,0,1,jEl,3,E,1,4,9.75,swEl,4,E,1,5,8.5
sweep,swept,1,1,0,swip,4,i,1,5,9.2,swEpt,5,E,1,5,8.7
birth,swerve,1,0,0,b3`T,3,3`,1,5,6.18,sw3`v,4,3`,1,6,?
curve,swerve,13,0,1,k3`v,3,3`,1,5,7.13,sw3`v,4,3`,1,6,?
herb,swerve,2,0,0,3`b,2,3`,1,4,8.1,sw3`v,4,3`,1,6,?
nerve,swerve,13,0,1,n3`v,3,3`,1,5,6.61,sw3`v,4,3`,1,6,?
verb,swerve,3,0,0,v3`b,3,3`,1,4,7.29,sw3`v,4,3`,1,6,?
drift,swift,4,0,1,drIft,5,I,1,5,9.56,swIft,5,I,1,5,9.6
if,swift,1,0,0,If,2,I,1,2,11.55,swIft,5,I,1,5,9.6
lift,swift,2,0,1,lIft,4,I,1,4,7.98,swIft,5,I,1,5,9.6
quick,swift,1,0,0,kwIk,4,I,1,5,6.97,swIft,5,I,1,5,9.6
shift,swift,1,0,1,SIft,4,I,1,5,8.69,swIft,5,I,1,5,9.6
suave,swift,1,0,0,swAv,4,A,1,5,7.51,swIft,5,I,1,5,9.6
thrift,swift,2,0,1,TrIft,5,I,1,6,4.93,swIft,5,I,1,5,9.6
big,swig,2,0,1,bIg,3,I,1,3,8.5,swIg,4,I,1,4,5.5
dig,swig,1,0,1,dIg,3,I,1,3,8.35,swIg,4,I,1,4,5.5
fig,swig,2,0,1,fIg,3,I,1,3,7.74,swIg,4,I,1,4,5.5
gig,swig,1,0,1,gIg,3,I,1,3,7.61,swIg,4,I,1,4,5.5
pig,swig,1,0,1,pIg,3,I,1,3,7.86,swIg,4,I,1,4,5.5
swing,swig,3,0,0,swIN,4,I,1,5,7.06,swIg,4,I,1,4,5.5
twig,swig,2,0,1,twIg,4,I,1,4,6.79,swIg,4,I,1,4,5.5
bill,swill,1,0,1,bIl,3,I,1,4,8.34,swIl,4,I,1,5,7.7
fill,swill,1,0,1,fIl,3,I,1,4,9.53,swIl,4,I,1,5,7.7
gill,swill,1,0,1,gIl,3,I,1,4,8.31,swIl,4,I,1,5,7.7
pill,swill,2,0,1,pIl,3,I,1,4,8.54,swIl,4,I,1,5,7.7
still,swill,1,0,1,stIl,4,I,1,5,6.59,swIl,4,I,1,5,7.7
will,swill,1,0,1,wIl,3,I,1,4,8.54,swIl,4,I,1,5,7.7
gym,swim,1,0,1,dZIm,3,I,1,3,5.52,swIm,4,I,1,4,5.6
him,swim,1,0,1,hIm,3,I,1,3,8.37,swIm,4,I,1,4,5.6
hymn,swim,1,0,1,hIm,3,I,1,4,?,swIm,4,I,1,4,5.6
limb,swim,1,0,1,lIm,3,I,1,4,5.83,swIm,4,I,1,4,5.6
lymph,swim,1,0,0,lImf,4,I,1,5,6.11,swIm,4,I,1,4,5.6
prim,swim,1,0,1,prIm,4,I,1,4,6.38,swIm,4,I,1,4,5.6
swan,swim,3,1,0,swAn,4,A,1,4,7.62,swIm,4,I,1,4,5.6
swing,swim,2,0,0,swIN,4,I,1,5,7.06,swIm,4,I,1,4,5.6
line,swine,1,0,1,laIn,3,aI,1,4,8.22,swaIn,4,aI,1,5,7.4
mine,swine,1,0,1,maIn,3,aI,1,4,7.93,swaIn,4,aI,1,5,7.4
shrine,swine,2,0,1,SraIn,4,aI,1,6,4.62,swaIn,4,aI,1,5,7.4
swim,swine,1,0,0,swIm,4,I,1,4,5.58,swaIn,4,aI,1,5,7.4
twine,swine,6,0,1,twaIn,4,aI,1,5,6.49,swaIn,4,aI,1,5,7.4
wine,swine,1,0,1,waIn,3,aI,1,4,8.51,swaIn,4,aI,1,5,7.4
bring,swing,1,0,1,brIN,4,I,1,5,7.32,swIN,4,I,1,5,7.1
fling,swing,1,0,1,flIN,4,I,1,5,6.96,swIN,4,I,1,5,7.1
sting,swing,1,0,1,stIN,4,I,1,5,7.11,swIN,4,I,1,5,7.1
swan,swing,1,0,0,swAn,4,A,1,4,7.62,swIN,4,I,1,5,7.1
wing,swing,6,0,1,wIN,3,I,1,4,8.12,swIN,4,I,1,5,7.1
hype,swipe,1,0,1,-,-,-,-,0,0,swaIp,4,aI,1,5,6.2
pipe,swipe,1,0,1,paIp,3,aI,1,4,8.05,swaIp,4,aI,1,5,6.2
stripe,swipe,1,0,1,straIp,5,aI,1,6,7.11,swaIp,4,aI,1,5,6.2
type,swipe,1,0,1,taIp,3,aI,1,4,6.18,swaIp,4,aI,1,5,6.2
wipe,swipe,7,0,1,waIp,3,aI,1,4,9.07,swaIp,4,aI,1,5,6.2
girl,swirl,5,0,1,g3`l,3,3`,1,4,5.27,sw3`l,4,3`,1,5,4
pearl,swirl,4,0,1,p3`l,3,3`,1,5,5.73,sw3`l,4,3`,1,5,4
purse,swish,1,0,0,p3`s,3,3`,1,5,6.47,swIS,4,I,1,5,5.2
wish,swish,5,0,1,wIS,3,I,1,4,9.09,swIS,4,I,1,5,5.2
bliss,swiss,1,0,1,blIs,4,I,1,5,6.46,swIs,4,I,1,5,5
miss,swiss,1,0,1,mIs,3,I,1,4,7.56,swIs,4,I,1,5,5
flick,switch,1,0,0,flIk,4,I,1,5,7.44,swItS,4,I,1,6,6.2
itch,switch,1,0,1,ItS,2,I,1,4,7.84,swItS,4,I,1,6,6.2
pick,switch,1,0,0,pIk,3,I,1,4,8.07,swItS,4,I,1,6,6.2
pitch,switch,2,0,1,pItS,3,I,1,5,7.61,swItS,4,I,1,6,6.2
rich,switch,2,0,1,rItS,3,I,1,4,8.01,swItS,4,I,1,6,6.2
swath,switch,1,0,0,swAT,4,A,1,5,4.48,swItS,4,I,1,6,6.2
which,switch,2,0,1,hwItS,4,I,1,5,?,swItS,4,I,1,6,6.2
witch,switch,6,0,1,wItS,3,I,1,5,7.56,swItS,4,I,1,6,6.2
bloom,swoon,2,0,0,blum,4,u,1,5,8.44,swun,4,u,1,5,7.4
moon,swoon,4,0,1,mun,3,u,1,4,7.16,swun,4,u,1,5,7.4
noon,swoon,1,0,1,nun,3,u,1,4,7.8,swun,4,u,1,5,7.4
soon,swoon,2,0,1,sun,3,u,1,4,7.02,swun,4,u,1,5,7.4
spoon,swoon,2,0,1,spun,4,u,1,5,6.18,swun,4,u,1,5,7.4
tune,swoon,2,0,1,tun,3,u,1,4,7.54,swun,4,u,1,5,7.4
hoop,swoop,1,0,1,hup,3,u,1,4,7.52,swup,4,u,1,5,6.3
loop,swoop,3,0,1,lup,3,u,1,4,7.11,swup,4,u,1,5,6.3
board,sword,1,0,1,bOrd,4,O,1,5,7.23,sOrd,4,O,1,5,6.7
bored,sword,1,0,1,bOrd,4,O,1,5,5.18,sOrd,4,O,1,5,6.7
cord,sword,2,0,1,kOrd,4,O,1,4,7.94,sOrd,4,O,1,5,6.7
ford,sword,3,0,1,fOrd,4,O,1,4,8.89,sOrd,4,O,1,5,6.7
lord,sword,5,0,1,lOrd,4,O,1,4,7.66,sOrd,4,O,1,5,6.7
morgue,sword,1,0,0,mOrg,4,O,1,6,?,sOrd,4,O,1,5,6.7
word,sword,5,0,0,w3`d,3,3`,1,4,7.74,sOrd,4,O,1,5,6.7
swear,swore,1,1,0,swEr,4,E,1,5,7.56,swOr,4,O,1,5,8.7
corn,sworn,1,0,1,kOrn,4,O,1,4,7.74,swOrn,5,O,1,5,6.7
torn,sworn,1,0,1,tOrn,4,O,1,4,7.5,swOrn,5,O,1,5,6.7
warm,sworn,1,0,0,wOrm,4,O,1,4,8.05,swOrn,5,O,1,5,6.7
warn,sworn,1,0,1,wOrn,4,O,1,4,8.03,swOrn,5,O,1,5,6.7
bum,swum,1,0,1,bVm,3,?,1,3,8.67,swVm,4,?,1,4,7.3
come,swum,1,0,1,kVm,3,?,1,4,8.87,swVm,4,?,1,4,7.3
plum,swum,1,0,1,plVm,4,?,1,4,7.49,swVm,4,?,1,4,7.3
rum,swum,1,0,1,rVm,3,?,1,3,7.49,swVm,4,?,1,4,7.3
swing,swung,1,1,0,swIN,4,I,1,5,7.06,swVN,4,?,1,5,6.9
lymph,symphony,2,0,0,lImf,4,I,1,5,6.11,sIm.f@.ni,7,I,3,8,?
zinc,sync,1,0,1,zINk,4,I,1,4,5.39,sINk,4,I,1,4,?
hinge,syringe,1,0,1,hIndZ,4,I,1,5,5.37,s@.rIndZ,6,I,2,7,2.2
singe,syringe,2,0,0,sIndZ,4,I,1,5,7.73,s@.rIndZ,6,I,2,7,2.2
blab,tab,1,0,1,blab,4,a,1,4,5.85,tab,3,a,1,3,8
cab,tab,10,0,1,kab,3,a,1,3,8.3,tab,3,a,1,3,8
crab,tab,2,0,0,krab,4,a,1,4,7.59,tab,3,a,1,3,8
grab,tab,2,0,1,grab,4,a,1,4,7.48,tab,3,a,1,3,8
lab,tab,8,0,1,lab,3,a,1,3,7.7,tab,3,a,1,3,8
slab,tab,2,0,1,slab,4,a,1,4,6.15,tab,3,a,1,3,8
stab,tab,20,0,1,stab,4,a,1,4,7.81,tab,3,a,1,3,8
swab,tab,1,0,0,swAb,4,A,1,4,7.09,tab,3,a,1,3,8
talc,table,1,0,0,talk,4,a,1,4,8.56,te.bl=,4,e.,2,5,6.7
tact,tacit,1,0,0,takt,4,a,1,4,7.56,ta.sIt,5,a.,2,5,1.6
back,tack,5,0,1,bak,3,a,1,4,7.92,tak,3,a,1,4,9.2
black,tack,1,0,1,blak,4,a,1,5,7.25,tak,3,a,1,4,9.2
crack,tack,1,0,1,krak,4,a,1,5,6.63,tak,3,a,1,4,9.2
jack,tack,3,0,1,dZak,3,a,1,4,8.82,tak,3,a,1,4,9.2
knack,tack,1,0,1,nak,3,a,1,5,8.13,tak,3,a,1,4,9.2
lack,tack,5,0,1,lak,3,a,1,4,8.08,tak,3,a,1,4,9.2
rack,tack,5,0,1,rak,3,a,1,4,8.88,tak,3,a,1,4,9.2
sack,tack,3,0,1,sak,3,a,1,4,8.48,tak,3,a,1,4,9.2
shack,tack,2,0,1,Sak,3,a,1,5,7.59,tak,3,a,1,4,9.2
sharp,tack,1,1,0,SArp,4,A,1,5,6.87,tak,3,a,1,4,9.2
stack,tack,16,0,1,stak,4,a,1,5,8.08,tak,3,a,1,4,9.2
tact,tack,3,0,0,takt,4,a,1,4,7.56,tak,3,a,1,4,9.2
talc,tack,1,0,0,talk,4,a,1,4,8.56,tak,3,a,1,4,9.2
track,tack,2,0,1,trak,4,a,1,5,8.05,tak,3,a,1,4,9.2
whack,tack,3,0,1,hwak,4,a,1,5,6.06,tak,3,a,1,4,9.2
yacht,tack,1,0,0,jAt,3,A,1,5,5.02,tak,3,a,1,4,9.2
yak,tack,1,0,1,jak,3,a,1,3,6.7,tak,3,a,1,4,9.2
act,tact,5,0,1,akt,3,a,1,3,8.25,takt,4,a,1,4,7.6
fact,tact,12,0,1,fakt,4,a,1,4,8.71,takt,4,a,1,4,7.6
next,tact,1,0,0,nEkst,5,E,1,4,8.57,takt,4,a,1,4,7.6
plaque,tact,1,0,0,plak,4,a,1,6,5.38,takt,4,a,1,4,7.6
aisle,tactile,1,0,1,aIl,2,aI,1,5,5.57,tak.tl=,5,a,2,7,?
tact,tactile,1,1,0,takt,4,a,1,4,7.56,tak.tl=,5,a,2,7,?
craft,taft,1,0,1,kraft,5,a,1,5,7.15,taft,4,a,1,4,5.2
draft,taft,1,0,1,draft,5,a,1,5,7.54,taft,4,a,1,4,5.2
raft,taft,3,0,1,raft,4,a,1,4,5.35,taft,4,a,1,4,5.2
staff,taft,2,0,0,staf,4,a,1,5,10.29,taft,4,a,1,4,5.2
bag,tag,8,0,1,bag,3,a,1,3,8.39,tag,3,a,1,3,7.8
drag,tag,1,0,1,drag,4,a,1,4,7.03,tag,3,a,1,3,7.8
flag,tag,4,0,1,flag,4,a,1,4,6.59,tag,3,a,1,3,7.8
gag,tag,2,0,1,gag,3,a,1,3,7.71,tag,3,a,1,3,7.8
nag,tag,3,0,1,nag,3,a,1,3,7.56,tag,3,a,1,3,7.8
rag,tag,12,0,1,rag,3,a,1,3,8,tag,3,a,1,3,7.8
shag,tag,2,0,1,Sag,3,a,1,4,6.29,tag,3,a,1,3,7.8
tact,tag,1,0,0,takt,4,a,1,4,7.56,tag,3,a,1,3,7.8
wag,tag,14,0,1,wag,3,a,1,3,8.57,tag,3,a,1,3,7.8
ale,tail,1,0,1,el,2,e,1,3,8.58,tel,3,e,1,4,8
fail,tail,5,0,1,fel,3,e,1,4,7.94,tel,3,e,1,4,8
flail,tail,6,0,1,flel,4,e,1,5,7.29,tel,3,e,1,4,8
frail,tail,3,0,1,frel,4,e,1,5,7.35,tel,3,e,1,4,8
hail,tail,2,0,1,hel,3,e,1,4,8.48,tel,3,e,1,4,8
jail,tail,1,0,1,dZel,3,e,1,4,8.12,tel,3,e,1,4,8
mail,tail,2,0,1,mel,3,e,1,4,7.45,tel,3,e,1,4,8
male,tail,1,0,1,mel,3,e,1,4,7.75,tel,3,e,1,4,8
nail,tail,4,0,1,nel,3,e,1,4,8.27,tel,3,e,1,4,8
pail,tail,2,0,1,pel,3,e,1,4,8.03,tel,3,e,1,4,8
rail,tail,2,0,1,rel,3,e,1,4,8.15,tel,3,e,1,4,8
sail,tail,2,0,1,sel,3,e,1,4,8.47,tel,3,e,1,4,8
sale,tail,1,0,1,sel,3,e,1,4,8,tel,3,e,1,4,8
scale,tail,1,0,1,skel,4,e,1,5,6.35,tel,3,e,1,4,8
stale,tail,1,0,1,stel,4,e,1,5,7.83,tel,3,e,1,4,8
tale,tail,7,0,1,tel,3,e,1,4,7.86,tel,3,e,1,4,8
tall,tail,4,0,0,tOl,3,O,1,4,8.98,tel,3,e,1,4,8
trail,tail,2,0,1,trel,4,e,1,5,7.06,tel,3,e,1,4,8
whale,tail,5,0,1,hwel,4,e,1,5,9.73,tel,3,e,1,4,8
faint,taint,7,0,1,fent,4,e,1,5,7.02,tent,4,e,1,5,7.2
joint,taint,1,0,0,dZOInt,4,OI,1,5,8,tent,4,e,1,5,7.2
paint,taint,21,0,1,pent,4,e,1,5,7.98,tent,4,e,1,5,7.2
ache,take,3,0,1,ek,2,e,1,4,6.82,tek,3,e,1,4,8.1
bake,take,3,0,1,bek,3,e,1,4,8.41,tek,3,e,1,4,8.1
brake,take,6,0,1,brek,4,e,1,5,7.14,tek,3,e,1,4,8.1
break,take,11,0,1,brek,4,e,1,5,6.72,tek,3,e,1,4,8.1
cake,take,3,0,1,kek,3,e,1,4,9.36,tek,3,e,1,4,8.1
faith,take,1,0,0,feT,3,e,1,5,6.15,tek,3,e,1,4,8.1
fake,take,9,0,1,fek,3,e,1,4,8.52,tek,3,e,1,4,8.1
flake,take,1,0,1,flek,4,e,1,5,7.42,tek,3,e,1,4,8.1
hate,take,1,0,0,het,3,e,1,4,8.18,tek,3,e,1,4,8.1
lace,take,1,0,0,les,3,e,1,4,7.28,tek,3,e,1,4,8.1
lake,take,3,0,1,lek,3,e,1,4,7.93,tek,3,e,1,4,8.1
late,take,1,0,0,let,3,e,1,4,7.14,tek,3,e,1,4,8.1
make,take,14,0,1,mek,3,e,1,4,7.95,tek,3,e,1,4,8.1
rake,take,6,0,1,rek,3,e,1,4,9.17,tek,3,e,1,4,8.1
salt,take,1,0,0,sOlt,4,O,1,4,6.87,tek,3,e,1,4,8.1
shake,take,3,0,1,Sek,3,e,1,5,7.54,tek,3,e,1,4,8.1
snake,take,2,0,1,snek,4,e,1,5,6.39,tek,3,e,1,4,8.1
stake,take,10,0,1,stek,4,e,1,5,7.8,tek,3,e,1,4,8.1
state,take,1,0,0,stet,4,e,1,5,7.32,tek,3,e,1,4,8.1
steak,take,8,0,1,stek,4,e,1,5,8.64,tek,3,e,1,4,8.1
straight,take,1,0,0,stret,5,e,1,8,?,tek,3,e,1,4,8.1
tack,take,1,0,0,tak,3,a,1,4,9.16,tek,3,e,1,4,8.1
tank,take,1,0,0,taNk,4,a,1,4,7.65,tek,3,e,1,4,8.1
task,take,1,0,0,task,4,a,1,4,7.78,tek,3,e,1,4,8.1
trace,take,1,0,0,tres,4,e,1,5,8.17,tek,3,e,1,4,8.1
wake,take,6,0,1,wek,3,e,1,4,8.36,tek,3,e,1,4,8.1
yak,take,1,0,0,jak,3,a,1,3,6.7,tek,3,e,1,4,8.1
stake,takes,1,0,0,stek,4,e,1,5,7.8,teks,4,e,1,5,6.5
elk,talc,1,0,0,Elk,3,E,1,3,7.57,talk,4,a,1,4,8.6
scalp,talc,1,0,0,skalp,5,a,1,5,5.84,talk,4,a,1,4,8.6
talk,talc,1,0,0,tOk,3,O,1,4,7.1,talk,4,a,1,4,8.6
talc,talcum,1,1,0,talk,4,a,1,4,8.56,tal.k@m,6,a,2,6,?
ale,tale,1,0,1,el,2,e,1,3,8.58,tel,3,e,1,4,7.9
hail,tale,1,0,1,hel,3,e,1,4,8.48,tel,3,e,1,4,7.9
male,tale,4,0,1,mel,3,e,1,4,7.75,tel,3,e,1,4,7.9
pail,tale,1,0,1,pel,3,e,1,4,8.03,tel,3,e,1,4,7.9
pale,tale,1,0,1,pel,3,e,1,4,7.54,tel,3,e,1,4,7.9
